date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:31:07	23520/23520	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/opensans/opensans-regular-webfont.woff	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/opensans/opensans-regular-webfont.woff	(from http://demo.highhay.com/casely/fonts/opensans/stylesheet.css)
08:31:08	57431/57431	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/opensans/opensans-regular-webfont.svg	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/opensans/opensans-regular-webfont.svg	(from http://demo.highhay.com/casely/fonts/opensans/stylesheet.css)
08:31:09	19882/19882	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/opensans/opensans-regular-webfont.eot?	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/opensans/opensans-regular-webfontd41d.eot	(from http://demo.highhay.com/casely/fonts/opensans/stylesheet.css)
08:31:09	184505/184505	---M--	200	added ('OK')	application/javascript	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/js/vendor/all.js	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/js/vendor/all.js	(from http://demo.highhay.com/casely/index-style2.html)
08:31:11	17191/17191	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfont.eot	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfont.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:13	17191/17191	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfont.eot?	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfontd41d.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:13	42600/42600	---M--	200	added ('OK')	font/ttf	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/opensans/opensans-regular-webfont.ttf	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/opensans/opensans-regular-webfont.ttf	(from http://demo.highhay.com/casely/fonts/opensans/stylesheet.css)
08:31:13	19784/19784	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfont.woff	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfont.woff	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:15	111878/111878	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfont.svg	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfont.svg	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:18	17755/17755	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfont.eot	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfont.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:18	17755/17755	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfont.eot?	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfontd41d.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:18	48592/48592	---M--	200	added ('OK')	font/ttf	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfont.ttf	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_bold-webfont.ttf	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:18	20352/20352	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfont.woff	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfont.woff	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:19	114571/114571	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfont.svg	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfont.svg	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:21	47840/47840	---M--	200	added ('OK')	font/ttf	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfont.ttf	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_book-webfont.ttf	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:22	17919/17919	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfont.eot	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfont.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:24	117992/117992	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfont.svg	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfont.svg	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:26	17919/17919	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfont.eot?	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfontd41d.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:26	20496/20496	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfont.woff	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfont.woff	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:28	17908/17908	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfont.eot	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfont.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:30	17908/17908	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfont.eot?	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfontd41d.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:30	20512/20512	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfont.woff	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfont.woff	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:30	48048/48048	---M--	200	added ('OK')	font/ttf	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfont.ttf	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_light-webfont.ttf	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:30	113755/113755	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfont.svg	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfont.svg	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:33	17565/17565	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfont.eot	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfont.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:34	17565/17565	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfont.eot?	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfontd41d.eot	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:34	19908/19908	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfont.woff	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfont.woff	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:35	48728/48728	---M--	200	added ('OK')	font/ttf	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfont.ttf	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_regular-webfont.ttf	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:35	121408/121408	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfont.svg	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfont.svg	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:40	48936/48936	---M--	200	added ('OK')	font/ttf	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfont.ttf	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/bebas/bebasneue_thin-webfont.ttf	(from http://demo.highhay.com/casely/fonts/bebas/stylesheet.css)
08:31:42	333834/333834	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/ionicons.svg?v=2.0.0	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/ionicons28b5.svg	(from http://demo.highhay.com/casely/fonts/ionicons.min.css)
08:31:52	67904/67904	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/ionicons.woff?v=2.0.0	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/ionicons28b5.woff	(from http://demo.highhay.com/casely/fonts/ionicons.min.css)
08:31:56	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/ionicons.eot?v=2.0.0	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/ionicons28b5.eot	(from http://demo.highhay.com/casely/fonts/ionicons.min.css)
08:32:09	77160/77160	---M--	200	added ('OK')	font/woff2	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/fontawesome-webfont3e6e.woff2	(from http://demo.highhay.com/casely/fonts/font-awesome.min.css)
08:32:09	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/fontawesome-webfont3e6e.eot	(from http://demo.highhay.com/casely/fonts/font-awesome.min.css)
08:32:09	188508/188508	---M--	200	added ('OK')	font/ttf	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/ionicons.ttf?v=2.0.0	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/ionicons28b5.ttf	(from http://demo.highhay.com/casely/fonts/ionicons.min.css)
08:32:15	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/fontawesome-webfont3e6e.svg	(from http://demo.highhay.com/casely/fonts/font-awesome.min.css)
08:32:17	213/213	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Feb%202018%2007:00:33%20GMT	http://demo.highhay.com/casely/js/vegas/overlays/02.png	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/js/vegas/overlays/02.png	(from http://demo.highhay.com/casely/js/vegas/vegas.min.css)
08:32:17	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/fontawesome-webfontd41d.eot	(from http://demo.highhay.com/casely/fonts/font-awesome.min.css)
08:32:18	598/598	---M--	200	added ('OK')	text/css	date:Mon,%2026%20Feb%202018%2007:00:33%20GMT	http://demo.highhay.com/casely/css/style-default.css	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/css/style-default.css	(from http://demo.highhay.com/casely/)
08:32:19	45433/45433	---M-Z	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/index.html	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/index-2.html	(from http://demo.highhay.com/casely/)
08:32:19	12936/12936	---M-Z	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/gallery.html	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/gallery.html	(from http://demo.highhay.com/casely/)
08:32:25	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/fonts/fontawesome-webfont3e6e.woff	(from http://demo.highhay.com/casely/fonts/font-awesome.min.css)
08:32:31	35127/35127	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/demopage/default.jpg	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/demopage/default.jpg	(from http://demo.highhay.com/casely/demo.html)
08:32:32	45444/45444	---M-Z	200	added ('OK')	text/html	date:Mon,%2026%20Feb%202018%2007:00:33%20GMT	http://demo.highhay.com/casely/index-style1.html	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/index-style1.html	(from http://demo.highhay.com/casely/demo.html)
08:32:36	24386/24386	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Feb%202018%2007:00:34%20GMT	http://demo.highhay.com/casely/demopage/style1.jpg	C:/My%20Web%20Sites/PROYECTO1/demo.highhay.com/casely/demopage/style1.jpg	(from http://demo.highhay.com/casely/demo.html)
